,broadcast,exp_min,m_code,p_code,p_name,p_group,unit_price,total_price,sales,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,YEAR_DAY,DAY_NAME,DAY_NUM,p_group_code,new_code,no,sales_level,grade,season,timeslot,holiday,sales_group,52_week,brand_name,brand_power,mask_ratio,parcel_ratio
1242,2019-03-04 09:00:00,60.0,100309,200992,닥터 슈퍼 루테인,건강기능,59900,103560000.0,1728.0,2019,3,4,9,0,0,2019-03-04,Monday,1,7,1243.0,6058,d,3,1,2,0,4.0,10,닥터,19.448483643857685,0.4941,1.15624
1243,2019-03-04 10:00:00,60.0,100070,200191,칼리베이직 여성백 3종세트,잡화,39900,85521000.0,2143.0,2019,3,4,10,0,0,2019-03-04,Monday,1,8,1256.0,6061,d,4,1,2,0,4.0,10,칼리베이직,41.297154471544715,0.4941,1.15624
1244,2019-03-04 11:00:00,60.0,100755,202206,아가타 여성 주얼 슬립온+스트랩슬립온,잡화,49900,80828000.0,1619.0,2019,3,4,11,0,0,2019-03-04,Monday,1,8,1257.0,6064,d,4,1,2,0,3.0,10,아가타,35.38039562661948,0.4941,1.15624
1245,2019-03-04 12:00:00,60.0,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,59900,115899000.0,1935.0,2019,3,4,12,0,0,2019-03-04,Monday,1,3,1249.0,6067,d,3,1,3,0,2.0,10,멋진밥상,39.74810606060606,0.4941,1.15624
1246,2019-03-04 13:00:00,60.0,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,80873000.0,1328.0,2019,3,4,13,0,0,2019-03-04,Monday,1,2,1258.0,6070,c,3,1,3,0,4.0,10,에코라믹,32.97268041237113,0.4941,1.15624
1247,2019-03-04 14:00:00,60.0,100702,202074,영산포숙성 홍어8팩+무침3통,농수축,40900,65219000.0,1595.0,2019,3,4,14,0,0,2019-03-04,Monday,1,3,1246.0,6073,c,4,1,3,0,1.0,10,영산포숙성,44.617201127062934,0.4941,1.15624
1248,2019-03-04 15:00:00,60.0,100305,200980,오모떼 미라클쉐이핑 브라팬티 시즌2,속옷,99000,67547000.0,682.0,2019,3,4,15,0,0,2019-03-04,Monday,1,1,1251.0,6076,b,3,1,4,0,1.0,10,오모떼,18.293730470048533,0.4941,1.15624
1249,2019-03-04 16:00:00,60.0,100841,202484,옛날 그 쥐포 110장 (11팩),농수축,32900,102940000.0,3129.0,2019,3,4,16,0,0,2019-03-04,Monday,1,3,1248.0,6078,e,4,1,4,0,3.0,10,옛날,61.098697839597506,0.4941,1.15624
1250,2019-03-04 17:00:00,60.0,100832,202445,청정수산 완도활전복 大사이즈 20미,농수축,59900,103419000.0,1726.0,2019,3,4,17,0,0,2019-03-04,Monday,1,3,1247.0,6081,d,3,1,4,0,1.0,10,청정수산,31.67530309557511,0.4941,1.15624
1251,2019-03-04 18:00:00,60.0,100427,201339,무이자 프로피쿡 에어프라이어,주방,94000,62926000.0,655.0,2019,3,4,18,0,0,2019-03-04,Monday,1,2,1260.0,6084,b,3,1,5,0,2.0,10,프로피쿡,15.88125,0.4941,1.15624
1252,2019-03-04 19:00:00,60.0,100322,201480,국내산 손질갑오징어 9팩,농수축,49900,93688000.0,1877.0,2019,3,4,19,0,0,2019-03-04,Monday,1,3,1245.0,6088,d,3,1,5,0,1.0,10,국내산,55.55291405002472,0.4941,1.15624
1253,2019-03-04 20:00:00,60.0,100505,201545,(일)한샘 HG 화이트 실버슬림 붙박이장(2.2m),가구,649000,74002000.0,71.0,2019,3,4,20,0,0,2019-03-04,Monday,1,10,1242.0,6094,a,3,1,5,0,1.0,10,한샘,0.82,0.4941,1.15624
1254,2019-03-04 21:00:00,60.0,100635,201945,바로바로 무선청소기,생활용품,89000,128198000.0,1440.0,2019,3,4,21,0,0,2019-03-04,Monday,1,6,1250.0,6112,c,2,1,6,0,5.0,10,바로바로,17.515555555555554,0.4941,1.15624
1255,2019-03-04 22:00:00,60.0,100500,201510,(일) 삼익가구 LED 제니비 서랍형 침대 SS,가구,499000,123359000.0,225.0,2019,3,4,22,0,0,2019-03-04,Monday,1,10,1241.0,6115,a,3,1,6,0,3.0,10,삼익가구,4.011965811965812,0.4941,1.15624
1256,2019-03-04 23:00:00,60.0,100613,201872,푸마 드라이셀 쉐이핑 레깅스 3종,속옷,59000,119550000.0,2026.0,2019,3,4,23,0,0,2019-03-04,Monday,1,1,1252.0,6133,d,3,1,6,0,5.0,10,푸마,22.664790262889515,0.4941,1.15624
1257,2019-03-05 00:00:00,60.0,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000,86839000.0,624.0,2019,3,5,24,0,0,2019-03-05,Tuesday,2,1,1267.0,6258,b,3,1,7,0,1.0,10,푸마,22.664790262889515,2.16482,1.87822
1258,2019-03-05 01:00:00,56.03333333333333,100610,201881,푸마 드로즈 블랙에디션 패키지,속옷,89000,23735000.0,267.0,2019,3,5,25,0,0,2019-03-05,Tuesday,2,1,1268.0,6261,a,4,1,7,0,1.0,10,푸마,22.664790262889515,2.16482,1.87822
1259,2019-03-05 06:00:00,60.0,100491,201483,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,40152000.0,671.0,2019,3,5,6,0,0,2019-03-05,Tuesday,2,3,1264.0,6154,b,4,1,1,0,1.0,10,피시원,52.36806868003642,2.16482,1.87822
1260,2019-03-05 07:00:00,60.0,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,49664000.0,453.0,2019,3,5,7,0,0,2019-03-05,Tuesday,2,2,1278.0,6157,a,4,1,1,0,1.0,10,한일,20.63216957605985,2.16482,1.87822
1261,2019-03-05 08:00:00,60.0,100066,200156,무이자 아이넥스 프리미엄 올스텐 싱크선반,주방,88800,64089000.0,703.0,2019,3,5,8,0,0,2019-03-05,Tuesday,2,2,1276.0,6160,b,3,1,1,0,2.0,10,아이넥스,13.14375,2.16482,1.87822
1262,2019-03-05 09:00:00,60.0,100613,201872,푸마 드라이셀 쉐이핑 레깅스 3종,속옷,59000,100276000.0,1701.0,2019,3,5,9,0,0,2019-03-05,Tuesday,2,1,1270.0,6166,d,3,1,2,0,4.0,10,푸마,22.664790262889515,2.16482,1.87822
1263,2019-03-05 10:00:00,60.0,100780,202280,쿠미투니카 퍼펙트클린 레이스 브라팬티,속옷,109900,81129000.0,738.0,2019,3,5,10,0,0,2019-03-05,Tuesday,2,1,1271.0,6172,b,3,1,2,0,1.0,10,쿠미투니카,26.30412787405668,2.16482,1.87822
1264,2019-03-05 11:00:00,60.0,100765,202231,무이자 린나이 자동불꽃조절 가스레인지 3구,주방,209000,76520000.0,312.0,2019,3,5,11,0,0,2019-03-05,Tuesday,2,2,1280.0,6175,a,3,1,2,0,1.0,10,린나이,7.447747747747748,2.16482,1.87822
1265,2019-03-05 12:00:00,60.0,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000,72999000.0,924.0,2019,3,5,12,0,0,2019-03-05,Tuesday,2,4,1274.0,6187,b,3,1,3,0,1.0,10,엘렌실라,30.56489215129177,2.16482,1.87822
1266,2019-03-05 13:00:00,60.0,100070,200191,칼리베이직 여성백 3종세트,잡화,39900,85790000.0,2150.0,2019,3,5,13,0,0,2019-03-05,Tuesday,2,8,1275.0,6190,d,4,1,3,0,4.0,10,칼리베이직,41.297154471544715,2.16482,1.87822
1267,2019-03-05 14:00:00,60.0,100458,201412,크리스티나앤코 가디건세트,의류,34000,70715000.0,2080.0,2019,3,5,14,0,0,2019-03-05,Tuesday,2,0,1272.0,6193,d,4,1,3,0,4.0,10,크리스티나앤코,34.18383233532934,2.16482,1.87822
1268,2019-03-05 15:00:00,60.0,100088,200235,에코라믹 컬링스톤프라이팬세트,주방,50900,82548000.0,1621.0,2019,3,5,15,0,0,2019-03-05,Tuesday,2,2,1277.0,6196,d,4,1,4,0,4.0,10,에코라믹,32.97268041237113,2.16482,1.87822
1269,2019-03-05 16:00:00,60.0,100511,201575,자연산 손질 통오징어 21미,농수축,40900,134567000.0,3290.0,2019,3,5,16,0,0,2019-03-05,Tuesday,2,3,1265.0,6198,e,3,1,4,0,4.0,10,자연산,59.730405405405406,2.16482,1.87822
1270,2019-03-05 17:00:00,60.0,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,91328000.0,2295.0,2019,3,5,17,0,0,2019-03-05,Tuesday,2,4,1273.0,6201,d,4,1,4,0,3.0,10,비버리힐스폴로클럽,58.16717749439002,2.16482,1.87822
1271,2019-03-05 18:00:00,60.0,100435,201350,우리바다 손질왕꼬막 24팩,농수축,39900,163975000.0,4109.0,2019,3,5,18,0,0,2019-03-05,Tuesday,2,3,1263.0,6204,e,3,1,5,0,4.0,10,우리바다,79.76060606060607,2.16482,1.87822
1272,2019-03-05 19:00:00,60.0,100610,201886,푸마 심리스 드로즈 블랙에디션 패키지,속옷,89000,101716000.0,1143.0,2019,3,5,19,0,0,2019-03-05,Tuesday,2,1,1269.0,6207,c,3,1,5,0,3.0,10,푸마,22.664790262889515,2.16482,1.87822
1273,2019-03-05 20:00:00,60.0,100448,202097,일시불 쿠첸 풀스텐 압력밥솥 10인용 ,주방,148000,119022000.0,747.0,2019,3,5,20,0,0,2019-03-05,Tuesday,2,2,1279.0,6216,b,2,1,5,0,2.0,10,쿠첸,13.96813730358952,2.16482,1.87822
1274,2019-03-05 21:00:00,60.0,100148,200500,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,206057000.0,109.0,2019,3,5,21,0,0,2019-03-05,Tuesday,2,5,1262.0,6228,a,2,1,6,0,2.0,10,LG,3.102464494569758,2.16482,1.87822
1275,2019-03-05 22:00:00,60.0,100205,200733,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,548000,157462000.0,266.0,2019,3,5,22,0,0,2019-03-05,Tuesday,2,10,1261.0,6246,a,3,1,6,0,4.0,10,보루네오,4.278215223097113,2.16482,1.87822
1276,2019-03-05 23:00:00,60.0,100501,201514,노비타 스마트 비데,생활용품,189000,121888000.0,645.0,2019,3,5,23,0,0,2019-03-05,Tuesday,2,6,1266.0,6255,b,2,1,6,0,2.0,10,노비타,11.70253807106599,2.16482,1.87822
1277,2019-03-06 00:00:00,60.0,100613,201872,푸마 드라이셀 쉐이핑 레깅스 3종,속옷,59000,83397000.0,1414.0,2019,3,6,24,0,0,2019-03-06,Wednesday,3,1,1293.0,6369,c,3,1,7,0,3.0,10,푸마,22.664790262889515,0.81229,1.702
1278,2019-03-06 01:00:00,56.01666666666666,100585,201802,임페리얼 여성 울 블렌딩 니트 3종,의류,49000,35819000.0,731.0,2019,3,6,25,0,0,2019-03-06,Wednesday,3,0,1296.0,6375,b,4,1,7,0,2.0,10,임페리얼,20.923160890413627,0.81229,1.702
1279,2019-03-06 06:00:00,60.0,100294,200954,세균싹 행주티슈,주방,39900,43296000.0,1085.0,2019,3,6,6,0,0,2019-03-06,Wednesday,3,2,1299.0,6267,c,4,1,1,0,3.0,10,세균싹,23.155555555555555,0.81229,1.702
1280,2019-03-06 07:00:00,60.0,100214,200760,에르나벨 체크배색 데일리 트렌치코트,의류,49000,73511000.0,1500.0,2019,3,6,7,0,0,2019-03-06,Wednesday,3,0,1294.0,6270,c,4,1,1,0,3.0,10,에르나벨,31.808333333333334,0.81229,1.702
1281,2019-03-06 08:00:00,60.0,100309,200992,닥터 슈퍼 루테인,건강기능,59900,89902000.0,1501.0,2019,3,6,8,0,0,2019-03-06,Wednesday,3,7,1284.0,6273,c,3,1,1,0,4.0,10,닥터,19.448483643857685,0.81229,1.702
1282,2019-03-06 09:00:00,60.0,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000,145631000.0,1048.0,2019,3,6,9,0,0,2019-03-06,Wednesday,3,1,1291.0,6276,c,2,1,2,0,2.0,10,푸마,22.664790262889515,0.81229,1.702
1283,2019-03-06 10:00:00,60.0,100452,201401,NNF 소프트 베스트 앙상블,의류,29900,134907000.0,4512.0,2019,3,6,10,0,0,2019-03-06,Wednesday,3,0,1295.0,6279,e,3,1,2,0,5.0,10,NNF,44.42115691869754,0.81229,1.702
1284,2019-03-06 11:00:00,60.0,100837,202465,무이자 쿠쿠전기밥솥 10인용,주방,198000,128845000.0,616.0,2019,3,6,11,0,0,2019-03-06,Wednesday,3,2,1300.0,6282,b,2,1,2,0,1.0,10,쿠쿠,12.031490384615385,0.81229,1.702
1285,2019-03-06 12:00:00,60.0,100635,201945,바로바로 무선청소기,생활용품,89000,103730000.0,1165.0,2019,3,6,12,0,0,2019-03-06,Wednesday,3,6,1290.0,6294,c,3,1,3,0,4.0,10,바로바로,17.515555555555554,0.81229,1.702
1286,2019-03-06 13:00:00,60.0,100450,201392,코튼데이 유기농 순면 마스크 KF94 60매,생활용품,39900,221723000.0,5556.0,2019,3,6,13,0,0,2019-03-06,Wednesday,3,6,1289.0,6297,e,2,1,3,0,5.0,10,코튼데이,61.0875,0.81229,1.702
1287,2019-03-06 14:00:00,60.0,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,88488000.0,1454.0,2019,3,6,14,0,0,2019-03-06,Wednesday,3,2,1298.0,6300,c,3,1,3,0,4.0,10,에코라믹,32.97268041237113,0.81229,1.702
1288,2019-03-06 15:00:00,60.0,100253,200864,안동간고등어 20팩,농수축,30900,118757000.0,3844.0,2019,3,6,15,0,0,2019-03-06,Wednesday,3,3,1285.0,6303,e,4,1,4,0,4.0,10,안동간고등어,73.23349056603773,0.81229,1.702
1289,2019-03-06 16:00:00,60.0,100070,200191,칼리베이직 여성백 3종세트,잡화,39900,106163000.0,2660.0,2019,3,6,16,0,0,2019-03-06,Wednesday,3,8,1297.0,6306,e,4,1,4,0,5.0,10,칼리베이직,41.297154471544715,0.81229,1.702
1290,2019-03-06 17:00:00,60.0,100841,202484,옛날 그 쥐포 110장 (11팩),농수축,32900,120607000.0,3666.0,2019,3,6,17,0,0,2019-03-06,Wednesday,3,3,1288.0,6309,e,4,1,4,0,4.0,10,옛날,61.098697839597506,0.81229,1.702
1291,2019-03-06 18:00:00,60.0,100745,202184,캘리포니아 카라카라 오렌지 8kg,농수축,40900,67341000.0,1647.0,2019,3,6,18,0,0,2019-03-06,Wednesday,3,3,1287.0,6312,d,4,1,5,0,1.0,10,캘리포니아,33.15833333333333,0.81229,1.702
1292,2019-03-06 19:00:00,60.0,100702,202074,영산포숙성 홍어8팩+무침3통,농수축,40900,99540000.0,2434.0,2019,3,6,19,0,0,2019-03-06,Wednesday,3,3,1286.0,6315,d,3,1,5,0,2.0,10,영산포숙성,44.617201127062934,0.81229,1.702
1293,2019-03-06 20:00:00,60.0,100500,201510,(일) 삼익가구 LED 제니비 서랍형 침대 SS,가구,499000,115716000.0,213.0,2019,3,6,20,0,0,2019-03-06,Wednesday,3,10,1281.0,6318,a,3,1,5,0,3.0,10,삼익가구,4.011965811965812,0.81229,1.702
1294,2019-03-06 21:00:00,60.0,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000,161360000.0,111.0,2019,3,6,21,0,0,2019-03-06,Wednesday,3,5,1283.0,6336,a,3,1,6,0,2.0,10,LG,3.102464494569758,0.81229,1.702
1295,2019-03-06 22:00:00,60.0,100148,200500,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,135756000.0,78.0,2019,3,6,22,0,0,2019-03-06,Wednesday,3,5,1282.0,6342,a,3,1,6,0,1.0,10,LG,3.102464494569758,0.81229,1.702
1296,2019-03-06 23:00:00,60.0,100610,201886,푸마 심리스 드로즈 블랙에디션 패키지,속옷,89000,115653000.0,1299.0,2019,3,6,23,0,0,2019-03-06,Wednesday,3,1,1292.0,6360,c,3,1,6,0,3.0,10,푸마,22.664790262889515,0.81229,1.702
1297,2019-03-07 00:00:00,60.0,100737,202164,무이자 김병만의 달인 공구 세트,생활용품,173000,51707000.0,295.0,2019,3,7,24,0,0,2019-03-07,Thursday,4,6,1309.0,6466,a,4,1,7,0,1.0,10,김병만의,4.619205298013245,0.33077,1.38061
1298,2019-03-07 01:00:00,56.01666666666666,100602,201844,엘르 메르시(Merci) 토트백세트,잡화,49000,28876000.0,589.0,2019,3,7,25,0,0,2019-03-07,Thursday,4,8,1316.0,6470,b,4,1,7,0,2.0,10,엘르,13.764436888081141,0.33077,1.38061
1299,2019-03-07 06:00:00,60.0,100666,202005,"여자를 위한 빨강 팥물, 레드빈 티톡 100포",건강기능,42000,20573000.0,342.0,2019,3,7,6,0,0,2019-03-07,Thursday,4,7,1303.0,6378,a,4,1,1,0,1.0,10,여자를,5.7,0.33077,1.38061
1300,2019-03-07 07:00:00,60.0,100731,202133,월드컵 남성 워킹화+슬립온,잡화,39800,87686000.0,2203.0,2019,3,7,7,0,0,2019-03-07,Thursday,4,8,1317.0,6384,d,4,1,1,0,4.0,10,월드컵,43.435554503491545,0.33077,1.38061
1301,2019-03-07 08:00:00,60.0,100377,201221,그렉노먼 남성 디보티 컬렉션 트렌치코트 1종,의류,49900,99328000.0,1990.0,2019,3,7,8,0,0,2019-03-07,Thursday,4,0,1314.0,6390,d,3,1,1,0,4.0,10,그렉노먼,21.052241771740306,0.33077,1.38061
1302,2019-03-07 09:00:00,60.0,100771,202251,무이자 쿠진나이프케어 살균건조기풀세트,주방,147000,97972000.0,642.0,2019,3,7,9,0,0,2019-03-07,Thursday,4,2,1320.0,6396,b,3,1,2,0,1.0,10,쿠진나이프케어,9.580555555555556,0.33077,1.38061
1303,2019-03-07 10:00:00,60.0,100309,200992,닥터 슈퍼 루테인,건강기능,59900,124806000.0,2084.0,2019,3,7,10,0,0,2019-03-07,Thursday,4,7,1302.0,6402,d,3,1,2,0,5.0,10,닥터,19.448483643857685,0.33077,1.38061
1304,2019-03-07 11:00:00,60.0,100305,200980,오모떼 미라클쉐이핑 브라팬티 시즌2,속옷,99000,94473000.0,954.0,2019,3,7,11,0,0,2019-03-07,Thursday,4,1,1311.0,6405,b,3,1,2,0,2.0,10,오모떼,18.293730470048533,0.33077,1.38061
1305,2019-03-07 12:00:00,60.0,100070,200191,칼리베이직 여성백 3종세트,잡화,39900,80668000.0,2021.0,2019,3,7,12,0,0,2019-03-07,Thursday,4,8,1315.0,6407,d,4,1,3,0,4.0,10,칼리베이직,41.297154471544715,0.33077,1.38061
1306,2019-03-07 13:00:00,60.0,100102,200285,일시불 락앤락 유로오븐글라스 세트,주방,64800,62247000.0,951.0,2019,3,7,13,0,0,2019-03-07,Thursday,4,2,1319.0,6410,b,3,1,3,0,3.0,10,락앤락,20.293333333333333,0.33077,1.38061
1307,2019-03-07 14:00:00,60.0,100201,200684,올바로바른자세밴드 2종세트,생활용품,49800,79382000.0,1595.0,2019,3,7,14,0,0,2019-03-07,Thursday,4,6,1307.0,6416,c,3,1,3,0,5.0,10,올바로바른자세밴드,27.260436031772855,0.33077,1.38061
1308,2019-03-07 15:00:00,60.0,100081,200218,아키 조끼형 더블보정 란쥬 쉐이퍼(96차),속옷,79900,82508000.0,1032.0,2019,3,7,15,0,0,2019-03-07,Thursday,4,1,1310.0,6419,c,3,1,4,0,2.0,10,아키,22.435135135135134,0.33077,1.38061
1309,2019-03-07 16:00:00,60.0,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,59900,122733000.0,2049.0,2019,3,7,16,0,0,2019-03-07,Thursday,4,3,1306.0,6421,d,3,1,4,0,2.0,10,멋진밥상,39.74810606060606,0.33077,1.38061
1310,2019-03-07 17:00:00,60.0,100322,201480,국내산 손질갑오징어 9팩,농수축,49900,101660000.0,2038.0,2019,3,7,17,0,0,2019-03-07,Thursday,4,3,1304.0,6424,d,3,1,4,0,2.0,10,국내산,55.55291405002472,0.33077,1.38061
1311,2019-03-07 18:00:00,60.0,100755,202206,아가타 여성 주얼 슬립온+스트랩슬립온,잡화,49900,95053000.0,1905.0,2019,3,7,18,0,0,2019-03-07,Thursday,4,8,1318.0,6430,d,3,1,5,0,4.0,10,아가타,35.38039562661948,0.33077,1.38061
1312,2019-03-07 19:00:00,60.0,100780,202280,쿠미투니카 퍼펙트클린 레이스 브라팬티,속옷,109900,71764000.0,653.0,2019,3,7,19,0,0,2019-03-07,Thursday,4,1,1313.0,6433,b,3,1,5,0,1.0,10,쿠미투니카,26.30412787405668,0.33077,1.38061
1313,2019-03-07 20:00:00,60.0,100501,201514,노비타 스마트 비데,생활용품,189000,94535000.0,501.0,2019,3,7,20,0,0,2019-03-07,Thursday,4,6,1308.0,6436,a,3,1,5,0,2.0,10,노비타,11.70253807106599,0.33077,1.38061
1314,2019-03-07 21:00:00,60.0,100505,201545,(일)한샘 HG 화이트 실버슬림 붙박이장(2.2m),가구,649000,74701000.0,75.0,2019,3,7,21,0,0,2019-03-07,Thursday,4,10,1301.0,6439,a,3,1,6,0,1.0,10,한샘,0.82,0.33077,1.38061
1315,2019-03-07 22:00:00,60.0,100613,201872,푸마 드라이셀 쉐이핑 레깅스 3종,속옷,59000,78882000.0,1337.0,2019,3,7,22,0,0,2019-03-07,Thursday,4,1,1312.0,6457,c,3,1,6,0,3.0,10,푸마,22.664790262889515,0.33077,1.38061
1316,2019-03-07 23:00:00,60.0,100702,202074,영산포숙성 홍어8팩+무침3통,농수축,40900,120463000.0,2946.0,2019,3,7,23,0,0,2019-03-07,Thursday,4,3,1305.0,6463,e,4,1,6,0,3.0,10,영산포숙성,44.617201127062934,0.33077,1.38061
1317,2019-03-08 01:00:00,55.86666666666667,100377,201223,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,59900,40871000.0,683.0,2019,3,8,25,0,0,2019-03-08,Friday,5,0,1333.0,6573,b,4,1,7,0,2.0,10,그렉노먼,21.052241771740306,0.13015,1.19971
1318,2019-03-08 06:00:00,60.0,100226,200789,코이모 리빙박스 8종,생활용품,49800,70594000.0,1417.0,2019,3,8,6,0,0,2019-03-08,Friday,5,6,1329.0,6473,c,4,1,1,0,5.0,10,코이모,30.619740914822877,0.13015,1.19971
1319,2019-03-08 07:00:00,60.0,100783,202294,엔셀라두스 밴딩팬츠 3종,의류,39000,61422000.0,1576.0,2019,3,8,7,0,0,2019-03-08,Friday,5,0,1334.0,6476,c,4,1,1,0,3.0,10,엔셀라두스,37.01904761904762,0.13015,1.19971
1320,2019-03-08 08:00:00,60.0,100731,202136,월드컵 남성다이얼트레킹화세트,잡화,59800,77993000.0,1305.0,2019,3,8,8,0,0,2019-03-08,Friday,5,8,1335.0,6479,c,3,1,1,0,3.0,10,월드컵,43.435554503491545,0.13015,1.19971
1321,2019-03-08 09:00:00,60.0,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,110868000.0,1821.0,2019,3,8,9,0,0,2019-03-08,Friday,5,2,1336.0,6483,d,3,1,2,0,5.0,10,에코라믹,32.97268041237113,0.13015,1.19971
1322,2019-03-08 10:00:00,60.0,100635,201945,바로바로 무선청소기,생활용품,89000,108068000.0,1214.0,2019,3,8,10,0,0,2019-03-08,Friday,5,6,1330.0,6486,c,3,1,2,0,4.0,10,바로바로,17.515555555555554,0.13015,1.19971
1323,2019-03-08 11:00:00,60.0,100770,202250,무이자 에지리 스텐큐브 프라이팬,주방,171000,161024000.0,915.0,2019,3,8,11,0,0,2019-03-08,Friday,5,2,1339.0,6489,b,2,1,2,0,3.0,10,에지리,13.498214285714285,0.13015,1.19971
1324,2019-03-08 12:00:00,60.0,100765,202231,무이자 린나이 자동불꽃조절 가스레인지 3구,주방,209000,52416000.0,218.0,2019,3,8,12,0,0,2019-03-08,Friday,5,2,1338.0,6495,a,4,1,3,0,1.0,10,린나이,7.447747747747748,0.13015,1.19971
1325,2019-03-08 13:00:00,60.0,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,59900,105701000.0,1765.0,2019,3,8,13,0,0,2019-03-08,Friday,5,3,1325.0,6507,d,3,1,3,0,1.0,10,바다먹자,28.444318181818183,0.13015,1.19971
1326,2019-03-08 14:00:00,60.0,100295,200956,베스트 하임 에어프라이어,주방,79000,44042000.0,558.0,2019,3,8,14,0,0,2019-03-08,Friday,5,2,1337.0,6510,b,4,1,3,0,1.0,10,베스트,9.3,0.13015,1.19971
1327,2019-03-08 15:00:00,60.0,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000,105179000.0,757.0,2019,3,8,15,0,0,2019-03-08,Friday,5,1,1332.0,6513,b,3,1,4,0,1.0,10,푸마,22.664790262889515,0.13015,1.19971
1328,2019-03-08 16:00:00,60.0,100833,202449,제주바다 7분 손질문어,농수축,59900,91388000.0,1525.0,2019,3,8,16,0,0,2019-03-08,Friday,5,3,1326.0,6516,c,3,1,4,0,1.0,10,제주바다,34.51713395638629,0.13015,1.19971
1329,2019-03-08 17:00:00,60.0,100745,202184,캘리포니아 카라카라 오렌지 8kg,농수축,40900,76631000.0,1874.0,2019,3,8,17,0,0,2019-03-08,Friday,5,3,1324.0,6519,d,4,1,4,0,1.0,10,캘리포니아,33.15833333333333,0.13015,1.19971
1330,2019-03-08 18:00:00,60.0,100841,202484,옛날 그 쥐포 110장 (11팩),농수축,32900,126268000.0,3838.0,2019,3,8,18,0,0,2019-03-08,Friday,5,3,1327.0,6522,e,3,1,5,0,4.0,10,옛날,61.098697839597506,0.13015,1.19971
1331,2019-03-08 19:00:00,60.0,100837,202465,무이자 쿠쿠전기밥솥 10인용,주방,198000,109272000.0,518.0,2019,3,8,19,0,0,2019-03-08,Friday,5,2,1340.0,6525,b,3,1,5,0,1.0,10,쿠쿠,12.031490384615385,0.13015,1.19971
1332,2019-03-08 20:00:00,60.0,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,157299000.0,341.0,2019,3,8,20,0,0,2019-03-08,Friday,5,5,1322.0,6537,a,3,1,5,0,5.0,10,LG,3.102464494569758,0.13015,1.19971
1333,2019-03-08 21:00:00,60.0,100148,200500,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,217058000.0,105.0,2019,3,8,21,0,0,2019-03-08,Friday,5,5,1321.0,6543,a,2,1,6,0,2.0,10,LG,3.102464494569758,0.13015,1.19971
1334,2019-03-08 22:00:00,60.0,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000,195720000.0,133.0,2019,3,8,22,0,0,2019-03-08,Friday,5,5,1323.0,6561,a,2,1,6,0,3.0,10,LG,3.102464494569758,0.13015,1.19971
1335,2019-03-08 23:00:00,60.0,100080,200219,아키 풀커버 라이크라 레이스 패키지(106차),속옷,89900,135470000.0,1507.0,2019,3,8,23,0,0,2019-03-08,Friday,5,1,1331.0,6567,c,2,1,6,0,4.0,10,아키,22.435135135135134,0.13015,1.19971
1336,2019-03-09 01:20:00,36.516666666666666,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,21989000.0,552.0,2019,3,9,25,20,0,2019-03-09,Saturday,6,4,1362.0,6674,b,4,1,7,1,1.0,10,비버리힐스폴로클럽,58.16717749439002,0.08174,0.73778
1337,2019-03-09 06:00:00,60.0,100335,201047,더블유베일 캐시라이크 니트 4종,의류,39900,46733000.0,1171.0,2019,3,9,6,0,0,2019-03-09,Saturday,6,0,1358.0,6579,c,4,1,1,1,3.0,10,더블유베일,22.63973241792096,0.08174,0.73778
1338,2019-03-09 07:00:00,60.0,100452,201395,NNF SS트레이닝 세트,의류,49000,107050000.0,2185.0,2019,3,9,7,0,0,2019-03-09,Saturday,6,0,1359.0,6582,d,3,1,1,1,4.0,10,NNF,44.42115691869754,0.08174,0.73778
1339,2019-03-09 08:00:00,60.0,100448,202097,일시불 쿠첸 풀스텐 압력밥솥 10인용 ,주방,148000,130707000.0,826.0,2019,3,9,8,0,0,2019-03-09,Saturday,6,2,1365.0,6585,b,2,1,1,1,2.0,10,쿠첸,13.96813730358952,0.08174,0.73778
