,m_code,p_code,p_group,unit_price,sales,YEAR,MONTH,DAY,HOUR,MINUTE,code,mask,parcel,rain,humidity,sunshine,total_price
5551,100597,201832,속옷,79000,92,2019,3,1,1,0,1170,0.09196,0.85172,0.0,52.0,0.0,7263000
5552,100597,201836,속옷,79000,17,2019,3,1,1,0,1170,0.09196,0.85172,0.0,52.0,0.0,1363000
5553,100597,201834,속옷,79000,34,2019,3,1,1,0,1170,0.09196,0.85172,0.0,52.0,0.0,2681000
5554,100597,201832,속옷,79000,113,2019,3,1,1,20,1170,0.09196,0.85172,0.0,52.0,0.0,8932000
5555,100597,201836,속옷,79000,21,2019,3,1,1,20,1170,0.09196,0.85172,0.0,52.0,0.0,1696000
5556,100597,201834,속옷,79000,17,2019,3,1,1,20,1170,0.09196,0.85172,0.0,52.0,0.0,1368000
5557,100597,201832,속옷,79000,159,2019,3,1,1,40,1170,0.09196,0.85172,0.0,52.0,0.0,12557000
5558,100597,201836,속옷,79000,42,2019,3,1,1,40,1170,0.09196,0.85172,0.0,52.0,0.0,3338000
5559,100597,201834,속옷,79000,38,2019,3,1,1,40,1170,0.09196,0.85172,0.0,52.0,0.0,2995000
5560,100815,202402,의류,49000,164,2019,3,2,6,0,1171,0.11654,0.83448,0.0,58.0,0.0,8032000
5561,100815,202402,의류,49000,247,2019,3,2,6,20,1171,0.11654,0.83448,0.0,58.0,0.0,12122000
5562,100815,202402,의류,49000,317,2019,3,2,6,40,1171,0.11654,0.83448,0.0,58.0,0.0,15536000
5563,100305,200980,속옷,99000,282,2019,3,2,7,0,1172,0.11654,0.83448,0.0,60.0,0.0,27911000
5564,100305,200980,속옷,99000,536,2019,3,2,7,30,1172,0.11654,0.83448,0.0,60.0,0.0,53059000
5565,100088,200236,주방,60900,407,2019,3,2,8,0,1173,0.11654,0.83448,0.0,58.0,0.1,24796000
5566,100088,200236,주방,60900,761,2019,3,2,8,20,1173,0.11654,0.83448,0.0,58.0,0.1,46318000
5567,100088,200236,주방,60900,916,2019,3,2,8,40,1173,0.11654,0.83448,0.0,58.0,0.1,55762000
5568,100335,201047,의류,39900,588,2019,3,2,9,0,1174,0.11654,0.83448,0.0,48.0,1.0,23453000
5569,100335,201047,의류,39900,779,2019,3,2,9,20,1174,0.11654,0.83448,0.0,48.0,1.0,31084000
5570,100335,201047,의류,39900,1080,2019,3,2,9,40,1174,0.11654,0.83448,0.0,48.0,1.0,43098000
5571,100214,200760,의류,49000,534,2019,3,2,10,0,1175,0.11654,0.83448,0.0,39.0,1.0,26184000
5572,100214,200760,의류,49000,872,2019,3,2,10,20,1175,0.11654,0.83448,0.0,39.0,1.0,42714000
5573,100214,200760,의류,49000,911,2019,3,2,10,40,1175,0.11654,0.83448,0.0,39.0,1.0,44641000
5574,100635,201945,생활용품,89000,235,2019,3,2,11,0,1176,0.11654,0.83448,0.0,31.0,1.0,20919000
5575,100635,201945,생활용품,89000,541,2019,3,2,11,20,1176,0.11654,0.83448,0.0,31.0,1.0,48149000
5576,100635,201945,생활용품,89000,930,2019,3,2,11,40,1176,0.11654,0.83448,0.0,31.0,1.0,82750000
5577,100765,202231,주방,289000,20,2019,3,2,12,0,1177,0.11654,0.83448,0.0,26.0,1.0,5812000
5578,100765,202235,주방,279000,30,2019,3,2,12,0,1177,0.11654,0.83448,0.0,26.0,1.0,8470000
5579,100765,202227,주방,219000,17,2019,3,2,12,0,1177,0.11654,0.83448,0.0,26.0,1.0,3737000
5580,100765,202233,주방,209000,20,2019,3,2,12,0,1177,0.11654,0.83448,0.0,26.0,1.0,4224000
5581,100765,202231,주방,289000,20,2019,3,2,12,20,1177,0.11654,0.83448,0.0,26.0,1.0,5912000
5582,100765,202235,주방,279000,30,2019,3,2,12,20,1177,0.11654,0.83448,0.0,26.0,1.0,8470000
5583,100765,202227,주방,219000,41,2019,3,2,12,20,1177,0.11654,0.83448,0.0,26.0,1.0,8905000
5584,100765,202233,주방,209000,30,2019,3,2,12,20,1177,0.11654,0.83448,0.0,26.0,1.0,6264000
5585,100765,202231,주방,289000,34,2019,3,2,12,40,1177,0.11654,0.83448,0.0,26.0,1.0,9709000
5586,100765,202235,주방,279000,31,2019,3,2,12,40,1177,0.11654,0.83448,0.0,26.0,1.0,8532000
5587,100765,202227,주방,219000,87,2019,3,2,12,40,1177,0.11654,0.83448,0.0,26.0,1.0,19116000
5588,100765,202233,주방,209000,100,2019,3,2,12,40,1177,0.11654,0.83448,0.0,26.0,1.0,21001000
5589,100837,202465,주방,218000,41,2019,3,2,13,0,1178,0.11654,0.83448,0.0,23.0,1.0,8877000
5590,100837,202478,주방,208000,67,2019,3,2,13,0,1178,0.11654,0.83448,0.0,23.0,1.0,13843000
5591,100837,202468,주방,208000,26,2019,3,2,13,0,1178,0.11654,0.83448,0.0,23.0,1.0,5411000
5592,100837,202471,주방,198000,19,2019,3,2,13,0,1178,0.11654,0.83448,0.0,23.0,1.0,3697000
5593,100837,202465,주방,218000,89,2019,3,2,13,20,1178,0.11654,0.83448,0.0,23.0,1.0,19319000
5594,100837,202478,주방,208000,92,2019,3,2,13,20,1178,0.11654,0.83448,0.0,23.0,1.0,19190000
5595,100837,202468,주방,208000,15,2019,3,2,13,20,1178,0.11654,0.83448,0.0,23.0,1.0,3117000
5596,100837,202471,주방,198000,30,2019,3,2,13,20,1178,0.11654,0.83448,0.0,23.0,1.0,5884000
5597,100837,202465,주방,218000,148,2019,3,2,13,40,1178,0.11654,0.83448,0.0,23.0,1.0,32167000
5598,100837,202478,주방,208000,136,2019,3,2,13,40,1178,0.11654,0.83448,0.0,23.0,1.0,28387000
5599,100837,202468,주방,208000,37,2019,3,2,13,40,1178,0.11654,0.83448,0.0,23.0,1.0,7717000
5600,100837,202471,주방,198000,48,2019,3,2,13,40,1178,0.11654,0.83448,0.0,23.0,1.0,9542000
5601,100201,200684,생활용품,49800,364,2019,3,2,14,0,1179,0.11654,0.83448,0.0,21.0,1.0,18129000
5602,100201,200684,생활용품,49800,839,2019,3,2,14,20,1179,0.11654,0.83448,0.0,21.0,1.0,41772000
5603,100201,200684,생활용품,49800,943,2019,3,2,14,40,1179,0.11654,0.83448,0.0,21.0,1.0,46983000
5604,100074,200197,이미용,39800,671,2019,3,2,15,0,1180,0.11654,0.83448,0.0,21.0,1.0,26721000
5605,100074,200197,이미용,39800,1367,2019,3,2,15,20,1180,0.11654,0.83448,0.0,21.0,1.0,54392000
5606,100074,200197,이미용,39800,1430,2019,3,2,15,40,1180,0.11654,0.83448,0.0,21.0,1.0,56907000
5607,100841,202484,농수축,32900,979,2019,3,2,16,0,1181,0.11654,0.83448,0.0,21.0,0.4,32209000
5608,100841,202484,농수축,32900,1660,2019,3,2,16,20,1181,0.11654,0.83448,0.0,21.0,0.4,54607000
5609,100841,202484,농수축,32900,2226,2019,3,2,16,40,1181,0.11654,0.83448,0.0,21.0,0.4,73249000
5610,100435,201350,농수축,39900,899,2019,3,2,17,0,1182,0.11654,0.83448,0.0,23.0,0.0,35865000
5611,100435,201350,농수축,39900,1610,2019,3,2,17,20,1182,0.11654,0.83448,0.0,23.0,0.0,64229000
5612,100435,201350,농수축,39900,2072,2019,3,2,17,40,1182,0.11654,0.83448,0.0,23.0,0.0,82667000
5613,100832,202444,농수축,59900,426,2019,3,2,18,20,1183,0.11654,0.83448,0.0,28.0,0.0,25510000
5614,100832,202444,농수축,59900,784,2019,3,2,18,40,1183,0.11654,0.83448,0.0,28.0,0.0,46942000
5615,100322,201479,농수축,49900,475,2019,3,2,19,0,1184,0.11654,0.83448,0.0,32.0,0.0,23681000
5616,100322,201479,농수축,49900,1154,2019,3,2,19,20,1184,0.11654,0.83448,0.0,32.0,0.0,57570000
5617,100322,201479,농수축,49900,1535,2019,3,2,19,40,1184,0.11654,0.83448,0.0,32.0,0.0,76611000
5618,100500,201504,가구,549000,3,2019,3,2,20,0,1185,0.11654,0.83448,0.0,33.0,0.0,1456000
5619,100500,201509,가구,549000,5,2019,3,2,20,0,1185,0.11654,0.83448,0.0,33.0,0.0,2859000
5620,100500,201508,가구,599000,3,2019,3,2,20,0,1185,0.11654,0.83448,0.0,33.0,0.0,1581000
5621,100500,201510,가구,499000,21,2019,3,2,20,20,1185,0.11654,0.83448,0.0,33.0,0.0,10265000
5622,100500,201504,가구,549000,5,2019,3,2,20,20,1185,0.11654,0.83448,0.0,33.0,0.0,2859000
5623,100500,201509,가구,549000,13,2019,3,2,20,20,1185,0.11654,0.83448,0.0,33.0,0.0,7069000
5624,100500,201503,가구,599000,8,2019,3,2,20,20,1185,0.11654,0.83448,0.0,33.0,0.0,4647000
5625,100500,201508,가구,599000,5,2019,3,2,20,20,1185,0.11654,0.83448,0.0,33.0,0.0,3118000
5626,100500,201502,가구,649000,5,2019,3,2,20,20,1185,0.11654,0.83448,0.0,33.0,0.0,3369000
5627,100500,201510,가구,499000,26,2019,3,2,20,40,1185,0.11654,0.83448,0.0,33.0,0.0,12810000
5628,100500,201504,가구,549000,15,2019,3,2,20,40,1185,0.11654,0.83448,0.0,33.0,0.0,8480000
5629,100500,201509,가구,549000,15,2019,3,2,20,40,1185,0.11654,0.83448,0.0,33.0,0.0,8477000
5630,100500,201503,가구,599000,13,2019,3,2,20,40,1185,0.11654,0.83448,0.0,33.0,0.0,7709000
5631,100500,201508,가구,599000,8,2019,3,2,20,40,1185,0.11654,0.83448,0.0,33.0,0.0,4647000
5632,100500,201502,가구,649000,10,2019,3,2,20,40,1185,0.11654,0.83448,0.0,33.0,0.0,6693000
5633,100150,200533,가전,439000,36,2019,3,2,21,0,1186,0.11654,0.83448,0.0,30.0,0.0,15636000
5634,100150,200465,가전,489000,29,2019,3,2,21,0,1186,0.11654,0.83448,0.0,30.0,0.0,14324000
5635,100150,200533,가전,439000,78,2019,3,2,21,20,1186,0.11654,0.83448,0.0,30.0,0.0,34050000
5636,100150,200465,가전,489000,85,2019,3,2,21,20,1186,0.11654,0.83448,0.0,30.0,0.0,41360000
5637,100150,200533,가전,439000,97,2019,3,2,21,40,1186,0.11654,0.83448,0.0,30.0,0.0,42501000
5638,100150,200465,가전,489000,62,2019,3,2,21,40,1186,0.11654,0.83448,0.0,30.0,0.0,30210000
5639,100575,201737,가전,1000000,3,2019,3,2,22,0,1187,0.11654,0.83448,0.0,30.0,0.0,3057000
5640,100575,201684,가전,1080000,3,2019,3,2,22,0,1187,0.11654,0.83448,0.0,30.0,0.0,3300000
5641,100575,201737,가전,1000000,15,2019,3,2,22,20,1187,0.11654,0.83448,0.0,30.0,0.0,15087000
5642,100575,201684,가전,1080000,6,2019,3,2,22,20,1187,0.11654,0.83448,0.0,30.0,0.0,6551000
5643,100575,201687,가전,1800000,3,2019,3,2,22,20,1187,0.11654,0.83448,0.0,30.0,0.0,5488000
5644,100575,201691,가전,2880000,3,2019,3,2,22,20,1187,0.11654,0.83448,0.0,30.0,0.0,8799000
5645,100575,201684,가전,1080000,6,2019,3,2,22,40,1187,0.11654,0.83448,0.0,30.0,0.0,6581000
5646,100575,201741,가전,1700000,6,2019,3,2,22,40,1187,0.11654,0.83448,0.0,30.0,0.0,10318000
5647,100575,201687,가전,1800000,6,2019,3,2,22,40,1187,0.11654,0.83448,0.0,30.0,0.0,10956000
5648,100575,201745,가전,2700000,6,2019,3,2,22,40,1187,0.11654,0.83448,0.0,30.0,0.0,16393000
5649,100575,201691,가전,2880000,3,2019,3,2,22,40,1187,0.11654,0.83448,0.0,30.0,0.0,8768000
5650,100278,200903,속옷,99000,274,2019,3,2,23,0,1188,0.11654,0.83448,0.0,35.0,0.0,27146000
5651,100278,200903,속옷,99000,367,2019,3,2,23,20,1188,0.11654,0.83448,0.0,35.0,0.0,36328000
5652,100278,200903,속옷,99000,302,2019,3,2,23,40,1188,0.11654,0.83448,0.0,35.0,0.0,29875000
5653,100271,200889,의류,199000,89,2019,3,2,0,0,1189,0.11654,0.83448,0.0,46.0,0.0,17737000
5654,100270,200892,의류,199000,80,2019,3,2,0,0,1189,0.11654,0.83448,0.0,46.0,0.0,15828000
5655,100271,200889,의류,199000,263,2019,3,2,0,20,1189,0.11654,0.83448,0.0,46.0,0.0,52373000
5656,100270,200892,의류,199000,176,2019,3,2,0,20,1189,0.11654,0.83448,0.0,46.0,0.0,35072000
5657,100271,200889,의류,199000,281,2019,3,2,0,40,1189,0.11654,0.83448,0.0,46.0,0.0,55872000
5658,100270,200892,의류,199000,156,2019,3,2,0,40,1189,0.11654,0.83448,0.0,46.0,0.0,31023000
5659,100737,202164,생활용품,178000,44,2019,3,2,1,0,1190,0.11654,0.83448,0.0,47.0,0.0,7787000
5660,100737,202167,생활용품,173000,24,2019,3,2,1,0,1190,0.11654,0.83448,0.0,47.0,0.0,4197000
5661,100737,202164,생활용품,178000,55,2019,3,2,1,30,1190,0.11654,0.83448,0.0,47.0,0.0,9861000
5662,100737,202167,생활용품,173000,63,2019,3,2,1,30,1190,0.11654,0.83448,0.0,47.0,0.0,10914000
5663,100446,201370,이미용,69900,88,2019,3,3,6,0,1191,0.14925,0.36115,0.0,49.0,0.0,6118000
5664,100446,201370,이미용,69900,193,2019,3,3,6,20,1191,0.14925,0.36115,0.0,49.0,0.0,13492000
5665,100446,201370,이미용,69900,310,2019,3,3,6,40,1191,0.14925,0.36115,0.0,49.0,0.0,21681000
5666,100377,201221,의류,49900,82,2019,3,3,7,0,1192,0.14925,0.36115,0.0,52.0,0.0,4074000
5667,100377,201227,의류,49900,312,2019,3,3,7,0,1192,0.14925,0.36115,0.0,52.0,0.0,15591000
5668,100377,201221,의류,49900,230,2019,3,3,7,20,1192,0.14925,0.36115,0.0,52.0,0.0,11488000
5669,100377,201227,의류,49900,626,2019,3,3,7,20,1192,0.14925,0.36115,0.0,52.0,0.0,31260000
5670,100377,201221,의류,49900,430,2019,3,3,7,40,1192,0.14925,0.36115,0.0,52.0,0.0,21480000
5671,100377,201227,의류,49900,610,2019,3,3,7,40,1192,0.14925,0.36115,0.0,52.0,0.0,30455000
5672,100613,201872,속옷,59000,198,2019,3,3,8,0,1193,0.14925,0.36115,0.0,50.0,0.3,11680000
5673,100613,201876,속옷,59000,211,2019,3,3,8,0,1193,0.14925,0.36115,0.0,50.0,0.3,12461000
5674,100613,201872,속옷,59000,363,2019,3,3,8,20,1193,0.14925,0.36115,0.0,50.0,0.3,21410000
5675,100613,201876,속옷,59000,419,2019,3,3,8,20,1193,0.14925,0.36115,0.0,50.0,0.3,24695000
5676,100613,201872,속옷,59000,698,2019,3,3,8,40,1193,0.14925,0.36115,0.0,50.0,0.3,41164000
5677,100613,201876,속옷,59000,539,2019,3,3,8,40,1193,0.14925,0.36115,0.0,50.0,0.3,31811000
5678,100458,201412,의류,34000,692,2019,3,3,9,0,1194,0.14925,0.36115,0.0,37.0,1.0,23539000
5679,100458,201412,의류,34000,1055,2019,3,3,9,20,1194,0.14925,0.36115,0.0,37.0,1.0,35875000
5680,100458,201412,의류,34000,1037,2019,3,3,9,40,1194,0.14925,0.36115,0.0,37.0,1.0,35266000
5681,100427,201339,주방,99000,133,2019,3,3,10,0,1195,0.14925,0.36115,0.0,30.0,1.0,13130000
5682,100427,201340,주방,94000,160,2019,3,3,10,0,1195,0.14925,0.36115,0.0,30.0,1.0,15023000
5683,100427,201339,주방,99000,344,2019,3,3,10,30,1195,0.14925,0.36115,0.0,30.0,1.0,34052000
5684,100427,201340,주방,94000,494,2019,3,3,10,30,1195,0.14925,0.36115,0.0,30.0,1.0,46450000
5685,100070,200191,잡화,39900,550,2019,3,3,11,0,1196,0.14925,0.36115,0.0,23.0,1.0,21955000
5686,100070,200191,잡화,39900,1240,2019,3,3,11,20,1196,0.14925,0.36115,0.0,23.0,1.0,49495000
5687,100070,200191,잡화,39900,1464,2019,3,3,11,40,1196,0.14925,0.36115,0.0,23.0,1.0,58417000
5688,100448,202097,주방,158000,93,2019,3,3,12,0,1197,0.14925,0.36115,0.0,21.0,1.0,14724000
5689,100448,202092,주방,168000,7,2019,3,3,12,0,1197,0.14925,0.36115,0.0,21.0,1.0,1254000
5690,100448,202099,주방,148000,29,2019,3,3,12,0,1197,0.14925,0.36115,0.0,21.0,1.0,4293000
5691,100448,202094,주방,158000,11,2019,3,3,12,0,1197,0.14925,0.36115,0.0,21.0,1.0,1745000
5692,100448,202097,주방,158000,130,2019,3,3,12,20,1197,0.14925,0.36115,0.0,21.0,1.0,20502000
5693,100448,202099,주방,148000,51,2019,3,3,12,20,1197,0.14925,0.36115,0.0,21.0,1.0,7496000
5694,100448,202094,주방,158000,40,2019,3,3,12,20,1197,0.14925,0.36115,0.0,21.0,1.0,6280000
5695,100577,201704,가전,1349000,6,2019,3,3,13,0,1198,0.14925,0.36115,0.0,17.0,1.0,7462000
5696,100577,201758,가전,999000,5,2019,3,3,13,20,1198,0.14925,0.36115,0.0,17.0,1.0,5484000
5697,100577,201706,가전,1089000,3,2019,3,3,13,20,1198,0.14925,0.36115,0.0,17.0,1.0,3042000
5698,100577,201756,가전,1259000,14,2019,3,3,13,20,1198,0.14925,0.36115,0.0,17.0,1.0,17288000
5699,100577,201704,가전,1349000,16,2019,3,3,13,20,1198,0.14925,0.36115,0.0,17.0,1.0,21890000
5700,100577,201706,가전,1089000,8,2019,3,3,13,40,1198,0.14925,0.36115,0.0,17.0,1.0,8997000
5701,100577,201756,가전,1259000,16,2019,3,3,13,40,1198,0.14925,0.36115,0.0,17.0,1.0,20424000
5702,100577,201704,가전,1349000,22,2019,3,3,13,40,1198,0.14925,0.36115,0.0,17.0,1.0,29531000
5703,100780,202280,속옷,109900,147,2019,3,3,14,0,1199,0.14925,0.36115,0.0,16.0,1.0,16133000
5704,100780,202280,속옷,109900,263,2019,3,3,14,20,1199,0.14925,0.36115,0.0,16.0,1.0,28938000
5705,100780,202280,속옷,109900,372,2019,3,3,14,40,1199,0.14925,0.36115,0.0,16.0,1.0,40909000
5706,100182,200615,생활용품,450000,15,2019,3,3,15,0,1200,0.14925,0.36115,0.0,18.0,1.0,6695000
5707,100182,200613,생활용품,490000,11,2019,3,3,15,0,1200,0.14925,0.36115,0.0,18.0,1.0,5340000
5708,100182,200615,생활용품,450000,26,2019,3,3,15,20,1200,0.14925,0.36115,0.0,18.0,1.0,11512000
5709,100182,200613,생활용품,490000,15,2019,3,3,15,20,1200,0.14925,0.36115,0.0,18.0,1.0,7337000
5710,100182,200614,생활용품,400000,4,2019,3,3,15,20,1200,0.14925,0.36115,0.0,18.0,1.0,1522000
5711,100182,200615,생활용품,450000,67,2019,3,3,15,40,1200,0.14925,0.36115,0.0,18.0,1.0,30027000
5712,100182,200613,생활용품,490000,40,2019,3,3,15,40,1200,0.14925,0.36115,0.0,18.0,1.0,19728000
5713,100322,201479,농수축,49900,591,2019,3,3,16,0,1201,0.14925,0.36115,0.0,21.0,0.6,29504000
5714,100322,201479,농수축,49900,1176,2019,3,3,16,20,1201,0.14925,0.36115,0.0,21.0,0.6,58683000
5715,100322,201479,농수축,49900,1727,2019,3,3,16,40,1201,0.14925,0.36115,0.0,21.0,0.6,86171000
5716,100253,200864,농수축,30900,1059,2019,3,3,17,0,1202,0.14925,0.36115,0.0,24.0,0.0,32714000
5717,100253,200864,농수축,30900,1351,2019,3,3,17,20,1202,0.14925,0.36115,0.0,24.0,0.0,41733000
5718,100253,200864,농수축,30900,1666,2019,3,3,17,40,1202,0.14925,0.36115,0.0,24.0,0.0,51477000
5719,100435,201350,농수축,39900,1274,2019,3,3,18,0,1203,0.14925,0.36115,0.0,30.0,0.0,50840000
5720,100435,201350,농수축,39900,1351,2019,3,3,18,20,1203,0.14925,0.36115,0.0,30.0,0.0,53922000
5721,100435,201350,농수축,39900,1551,2019,3,3,18,40,1203,0.14925,0.36115,0.0,30.0,0.0,61866000
5722,100765,202231,주방,289000,20,2019,3,3,19,0,1204,0.14925,0.36115,0.0,34.0,0.0,5850000
5723,100765,202235,주방,279000,24,2019,3,3,19,0,1204,0.14925,0.36115,0.0,34.0,0.0,6575000
5724,100765,202227,주방,219000,7,2019,3,3,19,0,1204,0.14925,0.36115,0.0,34.0,0.0,1500000
5725,100765,202233,주방,209000,10,2019,3,3,19,0,1204,0.14925,0.36115,0.0,34.0,0.0,2121000
5726,100765,202231,주방,289000,50,2019,3,3,19,20,1204,0.14925,0.36115,0.0,34.0,0.0,14549000
5727,100765,202235,주방,279000,24,2019,3,3,19,20,1204,0.14925,0.36115,0.0,34.0,0.0,6575000
5728,100765,202227,주방,219000,33,2019,3,3,19,20,1204,0.14925,0.36115,0.0,34.0,0.0,7331000
5729,100765,202233,주방,209000,30,2019,3,3,19,20,1204,0.14925,0.36115,0.0,34.0,0.0,6295000
5730,100765,202231,주방,289000,58,2019,3,3,19,40,1204,0.14925,0.36115,0.0,34.0,0.0,16669000
5731,100765,202235,주방,279000,40,2019,3,3,19,40,1204,0.14925,0.36115,0.0,34.0,0.0,11235000
5732,100765,202227,주방,219000,53,2019,3,3,19,40,1204,0.14925,0.36115,0.0,34.0,0.0,11711000
5733,100765,202233,주방,209000,73,2019,3,3,19,40,1204,0.14925,0.36115,0.0,34.0,0.0,15239000
5734,100150,200533,가전,439000,29,2019,3,3,20,0,1205,0.14925,0.36115,0.0,37.0,0.0,12775000
5735,100150,200465,가전,489000,33,2019,3,3,20,0,1205,0.14925,0.36115,0.0,37.0,0.0,15936000
5736,100150,200533,가전,439000,39,2019,3,3,20,20,1205,0.14925,0.36115,0.0,37.0,0.0,17050000
5737,100150,200465,가전,489000,26,2019,3,3,20,20,1205,0.14925,0.36115,0.0,37.0,0.0,12680000
5738,100150,200533,가전,439000,58,2019,3,3,20,40,1205,0.14925,0.36115,0.0,37.0,0.0,25567000
5739,100150,200465,가전,489000,23,2019,3,3,20,40,1205,0.14925,0.36115,0.0,37.0,0.0,11101000
5740,100205,200733,가구,548000,8,2019,3,3,21,0,1206,0.14925,0.36115,0.0,44.0,0.0,4509000
5741,100205,200732,가구,598000,6,2019,3,3,21,0,1206,0.14925,0.36115,0.0,44.0,0.0,3300000
5742,100205,200731,가구,648000,3,2019,3,3,21,0,1206,0.14925,0.36115,0.0,44.0,0.0,1808000
5743,100205,200733,가구,548000,49,2019,3,3,21,20,1206,0.14925,0.36115,0.0,44.0,0.0,26815000
5744,100205,200732,가구,598000,41,2019,3,3,21,20,1206,0.14925,0.36115,0.0,44.0,0.0,24392000
5745,100205,200731,가구,648000,35,2019,3,3,21,20,1206,0.14925,0.36115,0.0,44.0,0.0,22916000
5746,100205,200733,가구,548000,100,2019,3,3,21,40,1206,0.14925,0.36115,0.0,44.0,0.0,55067000
5747,100205,200732,가구,598000,49,2019,3,3,21,40,1206,0.14925,0.36115,0.0,44.0,0.0,29263000
5748,100205,200731,가구,648000,52,2019,3,3,21,40,1206,0.14925,0.36115,0.0,44.0,0.0,33464000
5749,100155,200555,가전,1409000,14,2019,3,3,22,0,1207,0.14925,0.36115,0.0,44.0,0.0,19572000
5750,100155,200488,가전,1549000,14,2019,3,3,22,0,1207,0.14925,0.36115,0.0,44.0,0.0,21581000
5751,100155,200555,가전,1409000,8,2019,3,3,22,20,1207,0.14925,0.36115,0.0,44.0,0.0,11763000
5752,100155,200488,가전,1549000,6,2019,3,3,22,20,1207,0.14925,0.36115,0.0,44.0,0.0,8696000
5753,100155,200555,가전,1409000,28,2019,3,3,22,40,1207,0.14925,0.36115,0.0,44.0,0.0,39122000
5754,100155,200488,가전,1549000,28,2019,3,3,22,40,1207,0.14925,0.36115,0.0,44.0,0.0,43085000
5755,100607,201879,속옷,139000,234,2019,3,3,23,0,1208,0.14925,0.36115,0.0,47.0,0.0,32531000
5756,100607,201879,속옷,139000,590,2019,3,3,23,20,1208,0.14925,0.36115,0.0,47.0,0.0,82050000
5757,100607,201879,속옷,139000,590,2019,3,3,23,40,1208,0.14925,0.36115,0.0,47.0,0.0,81941000
5758,100610,201886,속옷,89000,156,2019,3,3,0,0,1208,0.14925,0.36115,0.0,35.0,0.0,13876000
5759,100610,201907,속옷,89000,26,2019,3,3,0,0,1208,0.14925,0.36115,0.0,35.0,0.0,2292000
5760,100610,201886,속옷,89000,273,2019,3,3,0,20,1208,0.14925,0.36115,0.0,35.0,0.0,24274000
5761,100610,201907,속옷,89000,63,2019,3,3,0,20,1208,0.14925,0.36115,0.0,35.0,0.0,5604000
5762,100610,201863,속옷,89000,17,2019,3,3,0,20,1208,0.14925,0.36115,0.0,35.0,0.0,1549000
5763,100610,201886,속옷,89000,197,2019,3,3,0,40,1208,0.14925,0.36115,0.0,35.0,0.0,17571000
5764,100610,201907,속옷,89000,59,2019,3,3,0,40,1208,0.14925,0.36115,0.0,35.0,0.0,5252000
5765,100049,202046,의류,269000,13,2019,3,3,1,0,1209,0.14925,0.36115,0.0,38.0,0.0,3396000
5766,100049,202046,의류,269000,32,2019,3,3,1,20,1209,0.14925,0.36115,0.0,38.0,0.0,8653000
5767,100049,202046,의류,269000,26,2019,3,3,1,40,1209,0.14925,0.36115,0.0,38.0,0.0,7120000
5768,100653,201982,건강기능,79000,94,2019,3,4,6,0,1210,0.4941,1.15624,0.0,60.0,0.0,7398000
5769,100653,201982,건강기능,79000,175,2019,3,4,6,20,1210,0.4941,1.15624,0.0,60.0,0.0,13850000
5770,100653,201982,건강기능,79000,188,2019,3,4,6,40,1210,0.4941,1.15624,0.0,60.0,0.0,14813000
5771,100458,201412,의류,34000,423,2019,3,4,7,0,1211,0.4941,1.15624,0.0,63.0,0.0,14382000
5772,100458,201412,의류,34000,598,2019,3,4,7,20,1211,0.4941,1.15624,0.0,63.0,0.0,20336000
5773,100458,201412,의류,34000,585,2019,3,4,7,40,1211,0.4941,1.15624,0.0,63.0,0.0,19891000
5774,100780,202280,속옷,109900,102,2019,3,4,8,0,1212,0.4941,1.15624,0.0,59.0,0.0,11226000
5775,100780,202280,속옷,109900,264,2019,3,4,8,20,1212,0.4941,1.15624,0.0,59.0,0.0,29031000
5776,100780,202280,속옷,109900,246,2019,3,4,8,40,1212,0.4941,1.15624,0.0,59.0,0.0,27058000
5777,100309,200992,건강기능,59900,417,2019,3,4,9,0,1213,0.4941,1.15624,0.0,43.0,0.5,24991000
5778,100309,200992,건강기능,59900,545,2019,3,4,9,20,1213,0.4941,1.15624,0.0,43.0,0.5,32666000
5779,100309,200992,건강기능,59900,766,2019,3,4,9,40,1213,0.4941,1.15624,0.0,43.0,0.5,45903000
5780,100070,200191,잡화,39900,346,2019,3,4,10,0,1214,0.4941,1.15624,0.0,33.0,1.0,13824000
5781,100070,200191,잡화,39900,758,2019,3,4,10,20,1214,0.4941,1.15624,0.0,33.0,1.0,30243000
5782,100070,200191,잡화,39900,1039,2019,3,4,10,40,1214,0.4941,1.15624,0.0,33.0,1.0,41454000
5783,100755,202206,잡화,49900,326,2019,3,4,11,0,1215,0.4941,1.15624,0.0,29.0,1.0,16285000
5784,100755,202206,잡화,49900,617,2019,3,4,11,20,1215,0.4941,1.15624,0.0,29.0,1.0,30794000
5785,100755,202206,잡화,49900,676,2019,3,4,11,40,1215,0.4941,1.15624,0.0,29.0,1.0,33749000
5786,100849,202510,농수축,59900,480,2019,3,4,12,0,1216,0.4941,1.15624,0.0,28.0,1.0,28758000
5787,100849,202510,농수축,59900,593,2019,3,4,12,20,1216,0.4941,1.15624,0.0,28.0,1.0,35513000
5788,100849,202510,농수축,59900,862,2019,3,4,12,40,1216,0.4941,1.15624,0.0,28.0,1.0,51628000
5789,100088,200236,주방,60900,261,2019,3,4,13,0,1217,0.4941,1.15624,0.0,24.0,1.0,15917000
5790,100088,200236,주방,60900,530,2019,3,4,13,20,1217,0.4941,1.15624,0.0,24.0,1.0,32255000
5791,100088,200236,주방,60900,537,2019,3,4,13,40,1217,0.4941,1.15624,0.0,24.0,1.0,32701000
